orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
3918,We should negotiate with terrorists,Negotiation provides more resources to terrorists,0,Attack,C,1,0,0,1
1680,"UKIPs main issue has always been the EU, immigration has just been the bit that highlights what a failure the project has been.","UKIP beat us in 2009; a year later we won 24% of the vote in the general election and UKIP were nowhere, the deputy prime minister told Channel 4 News.",2,No Relation,C,1,0,0,0
875,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"We have really connected with voters in this constituency, Farage told the BBC.",0,Attack,C,1,0,0,1
2122,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"More people were considering voting for UKIP at a general election than ever before, he suggested, and this current poll surge was different from previous spikes in support which were linked to European elections.",0,Attack,C,1,0,0,1
2740,after some diversions to point out that augustine himself held some inconsistent positions tj finally comes to the quote i providedtji understand what he is saying but for this to be valid the unbeliever has to accurate in what he believes,so tj you seem to have made quite a few foolish arguments how familiar are you with augustinetj  well i know that he believed the earth was created instantaneously not progressively and was according to scripture less than  years old,0,Attack,C,0,0,1,0
2551,ok whatever dude,icdesign is suddenly not interested in hearing about science anymore,0,Attack,C,1,0,0,1
3447,i can appreciate this slant however i think that a true feminist approach would be to support women who want their pregnancies by finding solutions to the reasons they feel an abortion would be their best choice,that is not something you can really blame on the pro life movement in fact a lot of effort in the pro life movement does go into helping single mothers,0,Attack,C,1,0,0,1
830,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"We have fundamentally changed the national debate on Europe, immigration, education and I really believe that given the trajectory UKIP's on there is a real opportunity for us to get significant representation in 2015.",1,Support,C,0,1,0,1
3194,read the whole comment that he makes first,well personally my second cousin by marriage on my mothers side descends from the archea branch but my bosses boss is an arachnid,0,Attack,C,0,0,1,0
2333,highlanderthe lack of evidence supporting materialist assumptions complexity is a chance arrangement means the opposite could be true,these two moves ruling out regularity and then ruling out chance  constitute the design inference,1,Support,C,0,1,0,1
1092,UKIP are not rabid racist and not another incarnation of the BNP.,The prime minister said Britain was a fairer country because of the new law but admitted he did not expect the furore it generated.,2,No Relation,C,0,0,1,1
689,The only reason we are even having a sensible debate about Europe are UKIP.,"Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,C,0,0,1,0
3512,what is wrong with god being the explanation for the unexplainable comfort for those afraid of death and the meaning for life,well nothing other than the fact that i do not believe it to be true,0,Attack,C,1,0,0,1
1514,"The success of UKIP is based more or less on this single factor, or perhaps this and the fact there is no working class voice amongst mainstream parties.",And the chancellor also comes under renewed pressure to scrap higher rate tax relief for people paying into a pension.,2,No Relation,C,0,0,1,1
2578,the actual limitations that creationists try to bring to light are nonsense,from a review of explore evolutioncounterclaims follow that seek to undermine the earlier conclusions including the circular reasoning of the molecular clock the potential fabrications of haeckels ontogeny recapitulates phylogeny how differing family trees are created via anatomical and molecular patterns of relationships and the meaning of gaps in fossil evidence,0,Attack,C,0,1,0,0
3442, there is endless evidence what it is evidence for is for each person to decide, yes there is evidence,1,Support,C,0,1,0,1
578,UKIP are not rabid racist and not another incarnation of the BNP.,"Bhutto's gang were behind a high-profile kidnapping in Karachi in 2004 and he then took a Â£56,000 ransom payment in Manchester.",2,No Relation,C,0,0,1,1
3297, creationism is absurd and wrong and so its fellowtraveller intelligent design, to me there is no proof of a greater hand other than from the word of believers whose faith is based in belief and not in any form of evidence at all,1,Support,C,0,1,0,1
2265,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,Mr Farage has successfully broadened UKIP's appeal away from Europe.,1,Support,C,0,1,0,1
725,"I agree with UKIP on the EU, but the rest of their policies are dangerous right wing bile.","They could underperform, but a decent clutch of councillors will be enough for Mr Farage to claim another victory.",2,No Relation,C,0,0,1,1
