orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
3195,well personally my second cousin by marriage on my mothers side descends from the archea branch but my bosses boss is an arachnid,fact shmakt,1,Support,C,1,0,0,,
125,UKIP are asking the questions that haven't been asked by the opposition or the media.,"The Labour candidate Emma Lewell-Buck won the South Shields contest with 12,493 votes - the vote was triggered by the resignation of former Labour foreign secretary David Miliband as an MP.",2,No Relation,C,0,0,1,,
263,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","No-one denies that you are, by virtue of your letters patent, a peer.",2,No Relation,C,0,0,1,,
385,"The sooner we are out of the EU, the sooner we can start making this country great again.","All it convinces me of is we need to redouble our efforts to reach out to every part of the country, including areas where Labour has traditionally not been strong.",2,No Relation,C,1,0,0,,
2446,if it cannot make predictions then it is not a viable theory,there was much that darwin did not know at that time that we now know and his original theory has since been supplanted by more modern versions of his theory,1,Support,C,0,1,0,,
3431, anyone who thinks there is no evidence for evolution is either blind stupid or both, the evidence that supports evolution is not only significantly abundant but predominately irrefutable,1,Support,C,0,1,0,,
1751,"UKIP are indeed far from perfect, but they have grown as a party because the Establishment Parties have deceived the public for so long on informing and educating on WHAT IS THE EU SUPERSTATE project.","In a separate interview with BBC Radio 5 live, he warned of the possible consequences of an in-out referendum on the UK's relationship with the EU.",0,Attack,C,0,0,1,,
446,It's a protest vote because (most) people know that UKIP will never net in power.,The UKIP initiative is being announced ahead of the start of its annual party conference on Friday.,2,No Relation,C,0,0,1,,
2716,your half right ,the di is quick to argue that jones overstepped its bound by declaring id not be scientific even though both the plaintiffs and the defendants insisted that the judge address this because the existence of a valid secular purpose which is not a sham is an important aspect in determining if something is unconstitutionaljudge jonesdefendants presented no convincing evidence that they were motived by any valid secular purposealthough defendants attempt to persuade this court that each board member who voted for the biology curriculum change did so for the secular purposed of improving science education and to exercise critical thinking skills their contentions are simply irreconcilable with the record evidence,0,Attack,C,0,1,0,,
1146,"The country faces more than two big issues, which is where Ukip come apart at the seams in an incoherent bunch of right wing horse shit from whatever Think Tank came along at the time.",The BBC's political correspondent Ross Hawkins said Mr Farage had asked delegates assembled in Torquay whether they wanted him to stand for the top job and they had responded enthusiastically.,2,No Relation,C,0,0,1,,
3260,evolution has basically been proven there is no evidence for the biblical story common claims made by evolutionists,ok,0,Attack,C,0,1,0,,
2223,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","In contrast, the Liberal Democrat's Bill Newton Dunn quit the Tories in protest at its increasing hostility to Europe.",0,Attack,C,0,0,1,,
2101,"ukip's policies on health, education, taxation and all the things that affect peoples lives are non-existent.",The two-day conference is also set to discuss the UKIP leadership's plans to ensure migrants have private health insurance and for social housing to be prioritised for people whose parents or grandparents were born locally.,0,Attack,C,1,0,0,,
3686,it is far too expensive,other phones are more expensive,0,Attack,C,1,0,0,,
1058,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"On Friday, Mr Farage accepted the Lib Dem leader's offer of a debate, saying he could hardly wait.",2,No Relation,C,0,0,1,,
2845,jimfinally i just want to say that it appears to me that statements made against id and their proponents  made by others not you  regarding id has been so emotionally charged it makes me feel their judgment is affected,or that evolution is a process involving randomness and natural selection,1,Support,C,0,0,1,,
1975,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,"UKIP would seek to make the 2014 elections to the European Parliament a referendum on open borders, he said.",2,No Relation,C,0,0,1,,
2718,for goodness sakes guys very few people are advocating the mandatory teaching of id in schools,tjlook what happened to richard stenburg when he had the courage to allow an id piece get published scientists and his peers jumped all over him,0,Attack,C,0,1,0,,
2363,if youre tired of debating pandas fine,if intelligent design is a valid scientific concept why is it that we have examples of idiotic design in so many organism including vertbrates all their eyes are wired backwards making their retinas vulnerable to damage,0,Attack,C,1,0,0,,
